"subject_id"	"subject_snippet"	"property"	"object_id"	"object_label"	"object_snippet"	"snippet"
"http://data.mimotext.uni-trier.de/entity/Q1072"	"Les amours du chevalier de Faublas"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3911"	"realistic tendancies"	"Insbildsetzen der zeitgenössischen sozialen Entwicklungen"	"Der Girondist Louvet, dessen dreiteiliger galanter Roman Les amours du chevalier de Faublas (1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen Entwicklungen interpretiert werden kann, verschiebt das Happy-End seiner Protagonisten auf das Morgen der Revolution."
"http://data.mimotext.uni-trier.de/entity/Q1077"	"Les amours du chevalier de Faublas"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3911"	"realistic tendancies"	"Insbildsetzen der zeitgenössischen sozialen Entwicklungen"	"Der Girondist Louvet, dessen dreiteiliger galanter Roman Les amours du chevalier de Faublas (1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen Entwicklungen interpretiert werden kann, verschiebt das Happy-End seiner Protagonisten auf das Morgen der Revolution."
"http://data.mimotext.uni-trier.de/entity/Q1090"	"L'Émigré"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3911"	"realistic tendancies"	"Objektivität"	"Balzacs Objektivität recht nahe ist der Briefroman L'Émigré (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt."
"http://data.mimotext.uni-trier.de/entity/Q1090"	"L'Émigré"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3913"	"sentimental tone"	"sentimentalen Romans"	"Balzacs Objektivität recht nahe ist der Briefroman L'Émigré (1797) des königstreuen Emigranten Sénac de Meilhan, der ohne Verzicht auf die Register des sentimentalen Romans, zu denen auch der tragische Ausgang gehört, in der Beschreibung der revolutionären Verhältnisse, vor allem auch der Emigration, am genauesten verfahrt."
"http://data.mimotext.uni-trier.de/entity/Q1368"	"Nouveau mémoire pour servir à l’histoire des cacouacs"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3902"	"criticism"	"aggressiven Attacken"	"Nicht zuletzt die Erbärmlichkeit der aggressiven Attacken der “antiphilosophes” (im Verbund mit der römischen Kurie, den Jesuiten und den Jansenisten) mit ihrer dürftigen Argumentation zeigt, daß sich im öffentlichen Bewußtsein ein irreversibler Wandel vollzogen hat, der auch in vielen “philosophischen” Neologismen greifbar ist. Ob beispielsweise Moreaus Pamphlete Premier mémoire sur les cacouacs und Nouveau mémoire pour servir à l’histoire des cacouacs von 1757 oder Palissots satirische Komödie Les philosophes von 1760 den “philosophes” wirklich geschadet oder nicht eher genützt haben, bleibt zu fragen."
"http://data.mimotext.uni-trier.de/entity/Q1429"	"Julie ou La Nouvelle Héloïse"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3911"	"realistic tendancies"	"Authentizität"	"Zum fast unangefochtenen formalen und thematischen Modell der Romanliteratur bis weit über die Revolution hinaus wurde bekanntlich Rousseaus Briefroman Julie ou La Nouvelle Héloïse (1761), eine Art “roman philosophique”, der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten Harmonie von Natur und Gesellschaft illustriert. Die Art und Weise, wie Rousseau, von Richardson lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten Gefühle, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend."
"http://data.mimotext.uni-trier.de/entity/Q1429"	"Julie ou La Nouvelle Héloïse"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3903"	"artistic imitation"	"Dramatisierung"	"Zum fast unangefochtenen formalen und thematischen Modell der Romanliteratur bis weit über die Revolution hinaus wurde bekanntlich Rousseaus Briefroman Julie ou La Nouvelle Héloïse (1761), eine Art “roman philosophique”, der die Bedrohung der rationalisierten Welt durch das Irrationale in einer Welt der gestörten Harmonie von Natur und Gesellschaft illustriert. Die Art und Weise, wie Rousseau, von Richardson lernend, die Möglichkeiten der Briefform (psychologische Analyse, Konvergenz der wechselnden Perspektiven, Authentizität der mitgeteilten Gefühle, stoffliche Entgrenzung, Dramatisierung) ausnutzt, wirkt geradezu normbildend."
"http://data.mimotext.uni-trier.de/entity/Q2309"	"Les amours du chevalier de Faublas"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3911"	"realistic tendancies"	"Insbildsetzen der zeitgenössischen sozialen Entwicklungen"	"Der Girondist Louvet, dessen dreiteiliger galanter Roman Les amours du chevalier de Faublas (1786/87-1790) als fortschreitendes Insbildsetzen der zeitgenössischen sozialen Entwicklungen interpretiert werden kann, verschiebt das Happy-End seiner Protagonisten auf das Morgen der Revolution."
"http://data.mimotext.uni-trier.de/entity/Q306"	"Diderots"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3907"	"sensibility"	"humanisierende, solidarisierende Komponente des zum großen Teil durchaus noch “rationalen” Gefühls"	"Diderots “inspirer aux hommes l’amour de la vertu, l’horreur du vice” (Entretiens avec Dorval), das der Marquis de Sade pervertieren wird, geschieht nicht ohne die humanisierende, solidarisierende Komponente des zum großen Teil durchaus noch “rationalen” Gefühls."
"http://data.mimotext.uni-trier.de/entity/Q3971"	"Paul et Virginie"	"http://data.mimotext.uni-trier.de/entity/P38"	"http://data.mimotext.uni-trier.de/entity/Q3898"	"love of nature"	"Inszenierung der Natur"	"Einer der bedeutendsten rousseauistischen Romane ist Bernardin de Saint-Pierres Paul et Virginie (1788), dessen Verfasser sein Vorbild an Sendungsbewußtsein weit übertrifft, darüber hinaus die Rousseausche Lehre erheblich simplifiziert. Doch weniger die eindeutige Zuweisung der Schuld an die Gesellschaft und der Unschuld an die Natur ist für den Erfolg dieses Romans entscheidend als vielmehr die auf die Romantik weisende narrative Inszenierung der Natur."
