subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
http://data.mimotext.uni-trier.de/entity/Q699	er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	moralische	In seiner Bearbeitung des Stoffs verknüpft er verschiedene Aspekte, die Dom Juan nicht mehr nur als triebhaften Sünder erscheinen lassen, sondern als in jeder Beziehung für die moralische und theologische Ordnung bedrohlichen Menschentyp.
http://data.mimotext.uni-trier.de/entity/Q699	Molières	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	libertinistischen	Molières enge Bezüge zum libertinistischen Gedankengut des XVII. Jahrhunderts sind hinlänglich be-kannt.
http://data.mimotext.uni-trier.de/entity/Q699	Molière	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3952	future-oriented	innovatorisch	Auch in der Konzeption der Frauenfiguren erweist sich Molière als innovatorisch.
http://data.mimotext.uni-trier.de/entity/Q699	Molière	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	Pädagogisches Engagement	Pädagogisches Engagement und der Versuch der Rührung anstelle der rationalen Überzeugung gehören dazu. Interessanterweise zeichnet Molière diese Intervention Elvires keineswegs als Karikatur, so wie er die traditionellen theologischen Positionen im Munde Sganarelles diskreditiert.
http://data.mimotext.uni-trier.de/entity/Q699	Molière	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3907	sensibility	Rührung	Pädagogisches Engagement und der Versuch der Rührung anstelle der rationalen Überzeugung gehören dazu. Interessanterweise zeichnet Molière diese Intervention Elvires keineswegs als Karikatur, so wie er die traditionellen theologischen Positionen im Munde Sganarelles diskreditiert.
http://data.mimotext.uni-trier.de/entity/Q269	Crébillons	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3902	criticism	Gesellschaftsanalyse	Was Dom Juan ausführlich vor dem ungläubigen Sganarelle als Verhaltensform entwickelt, entspricht genau den Rahmenbedingungen, von denen die Gesellschaftsanalyse Crébillons im XVIII. Jahrhundert ausgeht.
http://data.mimotext.uni-trier.de/entity/Q699	Molière	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3907	sensibility	Sympathie	Fleischeslust, Freidenkertum, Heuchelei — was Molière hier in seinem Dom Juan teils mit Sympathie, teils mit gesellschaftskritischer Intention zusammenbringt, deutet auf wesentliche Elemente des aufklärerischen Libertins voraus.
http://data.mimotext.uni-trier.de/entity/Q699	Molière	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3902	criticism	gesellschaftskritischer	Fleischeslust, Freidenkertum, Heuchelei — was Molière hier in seinem Dom Juan teils mit Sympathie, teils mit gesellschaftskritischer Intention zusammenbringt, deutet auf wesentliche Elemente des aufklärerischen Libertins voraus.
http://data.mimotext.uni-trier.de/entity/Q825	Richardsons	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Tugend	Richardsons Intention war dann auch in diesem Roman weniger, das Scheitern des siegesgewissen Libertins zu zeigen, als vielmehr die felsenfeste, als Pflicht empfundene Tugend Pamelas beispielhaft zu idealisieren.
http://data.mimotext.uni-trier.de/entity/Q825	Richardson	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Tugendmaximen	Richardson läßt diese Einsicht und die nach Clarissas Tod erfolgende Überzeugung von der Gültigkeit ihrer Liebesauffassung und Tugendmaximen für einen versöhnlichen Ausgang des Konflikts zu spät kommen.
http://data.mimotext.uni-trier.de/entity/Q1441	Floricourt, histoire française	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Schritte, die zur Verführung des empfindsamen Opfers und dann zur Niederlage des Verführers hinleiten	Dorats Erzählung Floricourt, histoire française (1762) entwickelt in einem Nacheinander die beiden Schritte, die zur Verführung des empfindsamen Opfers und dann zur Niederlage des Verführers hinleiten.
http://data.mimotext.uni-trier.de/entity/Q314	Dorats	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Schritte, die zur Verführung des empfindsamen Opfers und dann zur Niederlage des Verführers hinleiten	Dorats Erzählung Floricourt, histoire française (1762) entwickelt in einem Nacheinander die beiden Schritte, die zur Verführung des empfindsamen Opfers und dann zur Niederlage des Verführers hinleiten.
http://data.mimotext.uni-trier.de/entity/Q1441	ihm	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3907	sensibility	Empfindsamkeit	Nun erst, im Angesicht des Todes, wird ihm der Unterschied zwischen der Liebe Mme de Tervilles und der Koketterie Rosis’ klar; er sieht die Welt mit den Augen des ,sentiment‘, der Empfindsamkeit.
http://data.mimotext.uni-trier.de/entity/Q240	Laclos	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Libertinage	Die berühmteste tragisch endende Konfrontation von Libertinage und Empfindsamkeit findet sich in den Liaisons dangereuses (1782) von Laclos.
http://data.mimotext.uni-trier.de/entity/Q1053	Liaisons dangereuses	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Libertinage	Die berühmteste tragisch endende Konfrontation von Libertinage und Empfindsamkeit findet sich in den Liaisons dangereuses (1782) von Laclos.
http://data.mimotext.uni-trier.de/entity/Q240	Laclos	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3907	sensibility	Empfindsamkeit	Die berühmteste tragisch endende Konfrontation von Libertinage und Empfindsamkeit findet sich in den Liaisons dangereuses (1782) von Laclos.
http://data.mimotext.uni-trier.de/entity/Q1053	Liaisons dangereuses	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3907	sensibility	Empfindsamkeit	Die berühmteste tragisch endende Konfrontation von Libertinage und Empfindsamkeit findet sich in den Liaisons dangereuses (1782) von Laclos.
http://data.mimotext.uni-trier.de/entity/Q1053	Liaisons dangereuses	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3907	sensibility	empfindsame	Der Ausgang der Liaisons dangereuses verdeutlicht die Tragweite der Herausforderung, die eine empfindsame Weltsicht für die gesellschaftlich dominante Libertinage bedeutete.
