subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
http://data.mimotext.uni-trier.de/entity/Q1011	Micromégas	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	naturwissenschaftlichen	Deren Geburtsstunde jedoch fällt bereits in die glücklichen Jahre seines Zusammenseins mit der Marquise du Châtelet im abgeschiedenen Cirey, als er sich vor allem philosophischen und naturwissenschaftlichen Studien gewidmet hatte. Es gilt heute als erwiesen, daß in direkter Umsetzung der Ergebnisse dieser Studien und insbesondere seiner Beschäftigung mit der Newtonschen Philosophie bereits 1739 die erste Fassung des Micromégas entstanden ist.
http://data.mimotext.uni-trier.de/entity/Q1011	Micromégas	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	Philosophie	Es gilt heute als erwiesen, daß in direkter Umsetzung der Ergebnisse dieser Studien und insbesondere seiner Beschäftigung mit der Newtonschen Philosophie bereits 1739 die erste Fassung des Micromégas entstanden ist.
http://data.mimotext.uni-trier.de/entity/Q1011	Micromégas	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Moral	„... mit Micromégas gelingt ihm [Voltaire] ein Conte, wo die Moral der Fabel den Charakter einer Hypothese hat, wo die aufeinanderfolgenden Abenteuer Experimenten gleichen und die Auflösung die Gestalt einer Schlußfolgerung annimmt.“
http://data.mimotext.uni-trier.de/entity/Q1011	Micromégas	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	Moral	Im Micromégas kann man daher mit Recht das strukturelle Grundmodell der Contes philosophiques sehen: „... mit Micromégas gelingt ihm [Voltaire] ein Conte, wo die Moral der Fabel den Charakter einer Hypothese hat, wo die aufeinanderfolgenden Abenteuer Experimenten gleichen und die Auflösung die Gestalt einer Schlußfolgerung annimmt.“
http://data.mimotext.uni-trier.de/entity/Q1022	Candide	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3902	criticism	Kritik	Voltaires umfangreiche historische Studien zu seinem Essai sur les moeurs („Essay über die Sitten“) und dabei gewonnene Erkenntnisse finden ihren Niederschlag in Candide (1758) mit seiner vernichtenden Kritik am metaphysisch begründeten Optimismus Leibniz-Wolffscher Prägung, die aber keinesfalls als Absage an den aufklärerischen Optimismus überhaupt und nunmehrige Huldigung eines hoffnungslosen Pessimismus verstanden werden darf.
http://data.mimotext.uni-trier.de/entity/Q1022	Candide	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	aufklärerischen	Voltaires umfangreiche historische Studien zu seinem Essai sur les moeurs („Essay über die Sitten“) und dabei gewonnene Erkenntnisse finden ihren Niederschlag in Candide (1758) mit seiner vernichtenden Kritik am metaphysisch begründeten Optimismus Leibniz-Wolffscher Prägung, die aber keinesfalls als Absage an den aufklärerischen Optimismus überhaupt und nunmehrige Huldigung eines hoffnungslosen Pessimismus verstanden werden darf.
http://data.mimotext.uni-trier.de/entity/Q1022	Candide	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3902	criticism	Offensive	In Candide ging er bereits wieder in die Offensive über.
http://data.mimotext.uni-trier.de/entity/Q269	Crébillon	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3902	criticism	Gesellschaftskritik	Gesellschaftskritik, wenngleich eingeengt auf den Lebenskreis der parasitären Aristokratie, liegt seit den dreißiger Jahren auch den „contes licencieux“ von Crébillon zugrunde.
http://data.mimotext.uni-trier.de/entity/Q306	Diderots	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	aufklärerische	Feenmärchen wie La Morlières Angola (1746) und Diderots Bijoux indiscrets (1748; „Die geschwätzigen Kleinode“) zeigen, bis zu welchem Grade im Rahmen dieser Gattung die aufklärerische Polemik gegen die bestehenden Verhältnisse getrieben werden konnte.
http://data.mimotext.uni-trier.de/entity/Q306	Diderots	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	aufklärerische	Feenmärchen wie La Morlières Angola (1746) und Diderots Bijoux indiscrets (1748; „Die geschwätzigen Kleinode“) zeigen, bis zu welchem Grade im Rahmen dieser Gattung die aufklärerische Polemik gegen die bestehenden Verhältnisse getrieben werden konnte.
http://data.mimotext.uni-trier.de/entity/Q524	La Morlières	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	aufklärerische	Feenmärchen wie La Morlières Angola (1746) und Diderots Bijoux indiscrets (1748; „Die geschwätzigen Kleinode“) zeigen, bis zu welchem Grade im Rahmen dieser Gattung die aufklärerische Polemik gegen die bestehenden Verhältnisse getrieben werden konnte.
http://data.mimotext.uni-trier.de/entity/Q524	La Morlières	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	aufklärerische	Feenmärchen wie La Morlières Angola (1746) und Diderots Bijoux indiscrets (1748; „Die geschwätzigen Kleinode“) zeigen, bis zu welchem Grade im Rahmen dieser Gattung die aufklärerische Polemik gegen die bestehenden Verhältnisse getrieben werden konnte.
http://data.mimotext.uni-trier.de/entity/Q798	Prévost	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3896	analysis of passions	Psychologisierung	Während die Romane im 18. Jahrhundert insbesondere im Zuge ihrer Psychologisierung (Marivaux, Prévost, Richardson) zunehmend eine emotionale Wirkung beim Leser hervorzurufen suchten, ihn rühren sowie Mitgefühl für den Helden bei ihm erzeugen wollten – Richardson, so wird berichtet, habe über das Schicksal seiner eigenen Romanhelden Tränen vergossen! –, lag es in der Natur der Contes mit ihrer distanzierten Phantasiewelt, die von Feen und Zauberern erfüllt war, derartige Momente einer Einfühlung beim Leser nicht aufkommen zu lassen.
http://data.mimotext.uni-trier.de/entity/Q981	er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	philosophischen	Deren Geburtsstunde jedoch fällt bereits in die glücklichen Jahre seines Zusammenseins mit der Marquise du Châtelet im abgeschiedenen Cirey, als er sich vor allem philosophischen und naturwissenschaftlichen Studien gewidmet hatte.
http://data.mimotext.uni-trier.de/entity/Q981	er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	naturwissenschaftlichen	Deren Geburtsstunde jedoch fällt bereits in die glücklichen Jahre seines Zusammenseins mit der Marquise du Châtelet im abgeschiedenen Cirey, als er sich vor allem philosophischen und naturwissenschaftlichen Studien gewidmet hatte.
http://data.mimotext.uni-trier.de/entity/Q981	er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	aufklärerischen	Daß er sich dennoch einige Jahre später dazu entschloß und daß von da an die Contes zu seinem ständigen Repertoire gehörten, resultierte vor allem aus seinem aufklärerischen Anliegen, der auf Vernunft und Erfahrung gegründeten Wahrheit zum Durchbruch zu verhelfen, sowie nicht zuletzt aus der literarischen Situation seiner Zeit, der er dabei Rechnung zu tragen hatte.
http://data.mimotext.uni-trier.de/entity/Q981	er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	aufklärerischen	In Erkenntnis dieses unabänderlichen Tatbestandes der Beliebtheit und weiten Verbreitung der Romane machte er denn diese literarische Form seinem aufklärerischen Anliegen dienstbar.
http://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	philosophisch-moralischem	Der enge Zusammenhang von philosophisch-moralischem Aussagegehalt, didaktischer Funktion und literarisch-ästhetischer Struktur seiner Contes macht es unerläßlich, ihre Interpretation auf der Grundlage der politisch-weltanschaulichen Entwicklung Voltaires vorzunehmen.
http://data.mimotext.uni-trier.de/entity/Q981	Voltaires	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	didaktischer	Der enge Zusammenhang von philosophisch-moralischem Aussagegehalt, didaktischer Funktion und literarisch-ästhetischer Struktur seiner Contes macht es unerläßlich, ihre Interpretation auf der Grundlage der politisch-weltanschaulichen Entwicklung Voltaires vorzunehmen.
http://data.mimotext.uni-trier.de/entity/Q981	Voltaire	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	Aufklärung	Voltaire als Vertreter des aufsteigenden Bürgertums verfolgte das Anliegen, der Aufklärung zum Durchbruch zu verhelfen, um damit das metaphysische Weltbild feudaler Prägung ad absurdum zu führen.
http://data.mimotext.uni-trier.de/entity/Q981	Voltaire	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3917	political considerations	philosophisch-politischen	Voltaire als Vertreter des aufsteigenden Bürgertums verfolgte das Anliegen, der Aufklärung zum Durchbruch zu verhelfen, um damit das metaphysische Weltbild feudaler Prägung ad absurdum zu führen. Sein literarisches Wirken trug darum einen ausgesprochenen philosophisch-politischen Charakter.
http://data.mimotext.uni-trier.de/entity/Q981	Voltaire	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	philosophisch-moralische	Während im allgemeinen in den Contes de fées – und hiervon ist auch Diderots literarisch anspruchslose Erzählung Les Bijoux indiscrets nicht ausgenommen – das märchenhafte Geschehen vorwiegend die Aufgabe hatte, die Kritik an der bestehenden Gesellschaft zu verschleiern und eine attraktive Wirkung auf die potentielle Leserschaft auszuüben, kommt bei Voltaire als drittes Ziel hinzu, durch die strukturelle Anlage der Handlung selbst – vor allem in seinen längeren Contes philosophiques – direkt philosophisch-moralische Erkenntnisse zu vermitteln, das heißt, ihr eine konstitutive Funktion in bezug auf den Aussagegehalt beizumessen.
http://data.mimotext.uni-trier.de/entity/Q981	Voltaire	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	philosophisch-moralische	Während im allgemeinen in den Contes de fées – und hiervon ist auch Diderots literarisch anspruchslose Erzählung Les Bijoux indiscrets nicht ausgenommen – das märchenhafte Geschehen vorwiegend die Aufgabe hatte, die Kritik an der bestehenden Gesellschaft zu verschleiern und eine attraktive Wirkung auf die potentielle Leserschaft auszuüben, kommt bei Voltaire als drittes Ziel hinzu, durch die strukturelle Anlage der Handlung selbst – vor allem in seinen längeren Contes philosophiques – direkt philosophisch-moralische Erkenntnisse zu vermitteln, das heißt, ihr eine konstitutive Funktion in bezug auf den Aussagegehalt beizumessen.
http://data.mimotext.uni-trier.de/entity/Q981	er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3921	moral	philosophisch-moralischen	Wenn er sich einerseits an die äußeren Formen der orientalischen Contes, der „Voyages imaginaires“, der Abenteuerromane oder der Reiseberichte hielt und dementsprechend alle Erzähltechniken, die Ich-Erzählung wie den Dialog oder die Erzählung in der dritten Person, den Memoirenbericht wie den Brief, die phantastisch-märchenhafte Darstellung wie die nüchterne, realistische Schilderung souverän beherrschte und anwandte, so betont er durch die parodistische Färbung doch zugleich die unüberbrückbare Kluft, die seine Prosawerke trotz zahlreicher übernommener Darstellungselemente von der bisherigen Erzählliteratur trennte. Inhaltlich wurde diese Distanz bestimmt durch den philosophisch-moralischen Aussagegehalt seiner Werke, der in vollem Einklang stand mit seinem aufklärerischen Gesamtwerk.
