subject_id	subject_snippet	property	object_id	object_label	object_snippet	snippet
http://data.mimotext.uni-trier.de/entity/Q842	Jean-Jacques Rousseau	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	Aufklärer	Niemand anderer als Jean-Jacques Rousseau – jener Aufklärer, der als einer der schärfsten Kritiker der “philosophes” à la Voltaire zu gelten hat und der früh die Widersprüche der bürgerlichen Aufklärung offenlegte – gibt zu Beginn seines Discours sur les sciences et les arts von 1750 eine der besten zeitgenössischen Definitionen der gesamteuropäischen Aufklärung und damit des programmatischen Selbstverständnisses einer Epoche, die sich schon seit der ersten Hälfte des 18. Jahrhunderts daran gewöhnt hat, sich stolz und selbstbewußt als das “siècle des lumières” und als “siècle éclairé” zu benennen.
http://data.mimotext.uni-trier.de/entity/Q842	Jean-Jacques Rousseau	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3902	criticism	Kritiker	Niemand anderer als Jean-Jacques Rousseau – jener Aufklärer, der als einer der schärfsten Kritiker der “philosophes” à la Voltaire zu gelten hat und der früh die Widersprüche der bürgerlichen Aufklärung offenlegte – gibt zu Beginn seines Discours sur les sciences et les arts von 1750 eine der besten zeitgenössischen Definitionen der gesamteuropäischen Aufklärung und damit des programmatischen Selbstverständnisses einer Epoche, die sich schon seit der ersten Hälfte des 18. Jahrhunderts daran gewöhnt hat, sich stolz und selbstbewußt als das “siècle des lumières” und als “siècle éclairé” zu benennen.
http://data.mimotext.uni-trier.de/entity/Q842	Jean-Jacques Rousseau	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	Aufklärung	Niemand anderer als Jean-Jacques Rousseau – jener Aufklärer, der als einer der schärfsten Kritiker der “philosophes” à la Voltaire zu gelten hat und der früh die Widersprüche der bürgerlichen Aufklärung offenlegte – gibt zu Beginn seines Discours sur les sciences et les arts von 1750 eine der besten zeitgenössischen Definitionen der gesamteuropäischen Aufklärung und damit des programmatischen Selbstverständnisses einer Epoche, die sich schon seit der ersten Hälfte des 18. Jahrhunderts daran gewöhnt hat, sich stolz und selbstbewußt als das “siècle des lumières” und als “siècle éclairé” zu benennen.
http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P38	http://data.mimotext.uni-trier.de/entity/Q3911	realistic tendancies	Authentizität	Mit dieser im Verlauf des Discours aus der Perspektive der menschlichen Sittlichkeit und Authentizität problematisierten und angesichts der Diskrepanz zwischen Ideal und Wirklichkeit bzw. der in des “citoyen de Genève” Augen desaströsen “Nebenwirkungen” weitgehend revozierten Hymne verweist Rousseau in der Jahrhundertmitte auf zentrale Anliegen und Zielvorstellungen aufklärerischen Denkens und Handelns und auf den Optimismus, der diesem zugrunde liegt:
http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P38	http://data.mimotext.uni-trier.de/entity/Q3911	realistic tendancies	Wirklichkeit	Mit dieser im Verlauf des Discours aus der Perspektive der menschlichen Sittlichkeit und Authentizität problematisierten und angesichts der Diskrepanz zwischen Ideal und Wirklichkeit bzw. der in des “citoyen de Genève” Augen desaströsen “Nebenwirkungen” weitgehend revozierten Hymne verweist Rousseau in der Jahrhundertmitte auf zentrale Anliegen und Zielvorstellungen aufklärerischen Denkens und Handelns und auf den Optimismus, der diesem zugrunde liegt:
http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	aufklärerischen	Mit dieser im Verlauf des Discours aus der Perspektive der menschlichen Sittlichkeit und Authentizität problematisierten und angesichts der Diskrepanz zwischen Ideal und Wirklichkeit bzw. der in des “citoyen de Genève” Augen desaströsen “Nebenwirkungen” weitgehend revozierten Hymne verweist Rousseau in der Jahrhundertmitte auf zentrale Anliegen und Zielvorstellungen aufklärerischen Denkens und Handelns und auf den Optimismus, der diesem zugrunde liegt:
http://data.mimotext.uni-trier.de/entity/Q842	Rousseau	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	Aufklärung	Rousseau, der seinerseits zur Reintegration der Natur in die Zivilisation – nicht aber zum “retour à la nature” – auffordert, formuliert damit die Grundidee der Aufklärung als fortwährende Tat des autonomen und autarken Menschen, der keiner numinosen Hilfe bedarf, sondern kraft eigener Potenzen, wie ein Riese, die ihm von der Tradition gesetzten Grenzen zu überschreiten vermag.
http://data.mimotext.uni-trier.de/entity/Q842	Er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	aufklärerischen	Er zitiert damit metaphernreich – in mehrfacher Variation der aufklärerischen Lichtmetaphorik – die Idee des philosophischen und (natur)wissenschaftlichen Fortschritts und benennt nicht zuletzt das letzte und oberste anthropologische Ziel der aufklärerisch-kritischen Bemühungen: die Selbsterkenntnis des Menschen und seiner Bestimmung.
http://data.mimotext.uni-trier.de/entity/Q842	Er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3922	philosophy	philosophischen	Er zitiert damit metaphernreich – in mehrfacher Variation der aufklärerischen Lichtmetaphorik – die Idee des philosophischen und (natur)wissenschaftlichen Fortschritts und benennt nicht zuletzt das letzte und oberste anthropologische Ziel der aufklärerisch-kritischen Bemühungen: die Selbsterkenntnis des Menschen und seiner Bestimmung.
http://data.mimotext.uni-trier.de/entity/Q842	Er	http://data.mimotext.uni-trier.de/entity/P39	http://data.mimotext.uni-trier.de/entity/Q3918	didactics	wissenschaftlichen Fortschritts	Er zitiert damit metaphernreich – in mehrfacher Variation der aufklärerischen Lichtmetaphorik – die Idee des philosophischen und (natur)wissenschaftlichen Fortschritts und benennt nicht zuletzt das letzte und oberste anthropologische Ziel der aufklärerisch-kritischen Bemühungen: die Selbsterkenntnis des Menschen und seiner Bestimmung.
